"","Point est.","Upper C.I."
"rain2[1]",1.0040192746484,1.00731775954222
"rain2[2]",1.00068902492855,1.0019013838511
"rain2[3]",1.00008218931424,1.00018759137395
"rain2[4]",1.00032700160937,1.00106520646818
"temp1[1]",1.00389205845012,1.00833510454107
"temp1[2]",1.00181481655307,1.0058814334712
"temp1[3]",1.00147942753337,1.0048797795722
"temp1[4]",1.00014214382263,1.00022595966327
"temp2[1]",1.00591064746699,1.02072333620188
"temp2[2]",1.00364775323497,1.01226621871099
"temp2[3]",1.00292404114065,1.009982797102
"temp2[4]",1.00325476770699,1.01065435504729
